trip_id,train_number,route_name,headsign,direction_id,service_id,service_date,stop_sequence,stop_name,stop_gtfs_id,stop_code,platform,scheduled_arrival,scheduled_departure,realtime_arrival,realtime_departure,arrival_delay,departure_delay,realtime_state,scheduled_arrival_time,scheduled_departure_time,realtime_arrival_time,realtime_departure_time,collection_timestamp,data_source,collector_version
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,0,Kőbánya-Kispest,1:005510173_8,,8,44820,44820,44820,44820,0,0,MODIFIED,12:27:00,12:27:00,12:27:00,12:27:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,1,Ferencváros,1:005510025_3,,3,45240,45300,45240,45300,0,0,MODIFIED,12:34:00,12:35:00,12:34:00,12:35:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,2,Budapest-Kelenföld,1:005501024_10,,10,45780,45900,45840,45900,60,0,MODIFIED,12:43:00,12:45:00,12:44:00,12:45:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,3,Budafok,1:005503129_1,,1,46200,46200,46140,46200,-60,0,MODIFIED,12:50:00,12:50:00,12:49:00,12:50:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,4,Budatétény,1:005540543_2,,2,46380,46380,46440,46440,60,60,MODIFIED,12:53:00,12:53:00,12:54:00,12:54:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,5,Barosstelep,1:005547399_2,,2,46500,46500,46560,46620,60,120,MODIFIED,12:55:00,12:55:00,12:56:00,12:57:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,6,Érdliget,1:005505801_2,,2,46680,46680,46800,46800,120,120,MODIFIED,12:58:00,12:58:00,13:00:00,13:00:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,7,Érd felső,1:005505819_2,,2,46800,46800,46920,46920,120,120,MODIFIED,13:00:00,13:00:00,13:02:00,13:02:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,8,Tárnok,1:005503160_1,,1,47040,47100,47100,47160,60,60,MODIFIED,13:04:00,13:05:00,13:05:00,13:06:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,9,Martonvásár,1:005503178_3,,3,47400,47460,47460,47520,60,60,MODIFIED,13:10:00,13:11:00,13:11:00,13:12:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,10,Baracska,1:005503186_2,,2,47580,47640,47640,47700,60,60,MODIFIED,13:13:00,13:14:00,13:14:00,13:15:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,11,Kápolnásnyék,1:005503202_2,,2,47880,47940,47940,48000,60,60,MODIFIED,13:18:00,13:19:00,13:19:00,13:20:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,12,Velence,1:005503210_2,,2,48060,48060,48120,48180,60,120,MODIFIED,13:21:00,13:21:00,13:22:00,13:23:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,13,Gárdony,1:005503236_3,,3,48240,48300,48300,48360,60,60,MODIFIED,13:24:00,13:25:00,13:25:00,13:26:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,14,Agárd,1:005503244_2,,2,48360,48420,48480,48480,120,60,MODIFIED,13:26:00,13:27:00,13:28:00,13:28:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287831,3534 személyvonat,G43,Székesfehérvár,,1:2472,2026-05-10,15,Székesfehérvár,1:005503269_2,,2,49140,49140,49080,49080,-60,-60,MODIFIED,13:39:00,13:39:00,13:38:00,13:38:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,0,Székesfehérvár,1:005503269_1,,1,15240,15240,15240,15240,0,0,MODIFIED,04:14:00,04:14:00,04:14:00,04:14:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,1,Dinnyés,1:005503103_1,,1,15720,15720,15660,15720,-60,0,MODIFIED,04:22:00,04:22:00,04:21:00,04:22:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,2,Agárd,1:005503244_1,,1,15840,15840,15900,15900,60,60,MODIFIED,04:24:00,04:24:00,04:25:00,04:25:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,3,Gárdony,1:005503236_2,,2,15960,16020,16020,16080,60,60,MODIFIED,04:26:00,04:27:00,04:27:00,04:28:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,4,Velencefürdő,1:005503228_1,,1,16140,16140,16200,16200,60,60,MODIFIED,04:29:00,04:29:00,04:30:00,04:30:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,5,Velence,1:005503210_1,,1,16260,16260,16320,16320,60,60,MODIFIED,04:31:00,04:31:00,04:32:00,04:32:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,6,Kápolnásnyék,1:005503202_3,,3,16380,16440,16500,16500,120,60,MODIFIED,04:33:00,04:34:00,04:35:00,04:35:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,7,Pettend,1:005503194_1,,1,16560,16620,16620,16620,60,0,MODIFIED,04:36:00,04:37:00,04:37:00,04:37:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,8,Baracska,1:005503186_1,,1,16800,16860,16860,16860,60,0,MODIFIED,04:40:00,04:41:00,04:41:00,04:41:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,9,Martonvásár,1:005503178_2,,2,16980,17040,17040,17040,60,0,MODIFIED,04:43:00,04:44:00,04:44:00,04:44:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,10,Tárnok,1:005503160_1,,1,17340,17400,17340,17400,0,0,MODIFIED,04:49:00,04:50:00,04:49:00,04:50:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,11,Érd felső,1:005505819_1,,1,17640,17640,17580,17640,-60,0,MODIFIED,04:54:00,04:54:00,04:53:00,04:54:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,13,Barosstelep,1:005547399_1,,1,17940,17940,17940,17940,0,0,MODIFIED,04:59:00,04:59:00,04:59:00,04:59:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,14,Budatétény,1:005540543_1,,1,18060,18060,18060,18120,0,60,MODIFIED,05:01:00,05:01:00,05:01:00,05:02:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,15,Budafok,1:005503129_2,,2,18240,18240,18240,18300,0,60,MODIFIED,05:04:00,05:04:00,05:04:00,05:05:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,16,Budapest-Kelenföld,1:005501024_7,,7,18720,18900,18600,18900,-120,0,MODIFIED,05:12:00,05:15:00,05:10:00,05:15:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,17,Ferencváros,1:005510025_4,,4,19320,19380,19440,19500,120,120,MODIFIED,05:22:00,05:23:00,05:24:00,05:25:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,18,Kőbánya-Kispest,1:005510173_8,,8,19860,19860,20160,20160,300,300,MODIFIED,05:31:00,05:31:00,05:36:00,05:36:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
1:31287837,3533 személyvonat,G43,Kőbánya-Kispest,,1:2472,2026-05-10,0,Székesfehérvár,1:005503269_2,,2,58680,58680,58980,58980,300,300,MODIFIED,16:18:00,16:18:00,16:23:00,16:23:00,2026-05-11T00:08:45.765896,mav_graphql_api,1.0
