station_name,station_lat,station_lon,observation_time,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,precipitation_1h,weather_main,weather_description,collection_hour
Búcsúszentlászló,46.793056,16.932778,2026-09-09 23:13:16.506699,19.84,19.79,19.84,19.84,1013,73,7.26,20,100,0.0,Clouds,overcast clouds,23
Angyalföld,47.549722,19.09,2026-09-09 23:13:17.712910,19.69,19.91,18.34,21.36,1011,84,7.72,310,87,0.12,Rain,light rain,23
Felsőjánosfa,46.841389,16.544167,2026-09-09 23:13:18.915710,18.17,17.95,18.17,18.17,1013,73,5.85,73,100,0.0,Clouds,overcast clouds,23
Pankasz,46.835833,16.496111,2026-09-09 23:13:20.105526,17.87,17.62,17.87,17.87,1013,73,5.42,76,100,0.0,Clouds,overcast clouds,23
Nagyrákos,46.827222,16.455556,2026-09-09 23:13:21.302804,17.82,17.56,17.82,17.82,1013,73,5.09,77,100,0.0,Clouds,overcast clouds,23
Őriszentpéter,46.828889,16.415278,2026-09-09 23:13:22.501587,17.92,17.67,17.92,17.92,1013,73,4.22,80,100,0.0,Clouds,overcast clouds,23
Törökbálint,47.45,18.908611,2026-09-09 23:13:23.695381,18.84,18.95,18.12,20.28,1011,83,3.2,328,99,0.0,Clouds,overcast clouds,23
Bicske alsó,47.486389,18.642778,2026-09-09 23:13:24.890727,18.58,18.63,18.01,18.97,1011,82,7.57,318,90,0.0,Clouds,overcast clouds,23
Bajánsenye,46.818056,16.358056,2026-09-09 23:13:26.093270,18.06,17.85,18.06,18.06,1013,74,4.24,80,100,0.0,Clouds,overcast clouds,23
Aquincum,47.566218,19.048273,2026-09-09 23:13:27.289509,19.56,19.76,18.37,21.38,1011,84,3.13,258,96,0.0,Clouds,overcast clouds,23
Piliscsév,47.673889,18.791389,2026-09-09 23:13:28.483535,18.38,18.6,17.96,20.12,1011,89,4.93,302,100,0.0,Clouds,overcast clouds,23
Tát,47.741201,18.64783,2026-09-09 23:13:29.678271,18.73,18.77,18.73,18.73,1010,81,4.97,299,96,0.0,Clouds,overcast clouds,23
Süttő felső,47.756667,18.437222,2026-09-09 23:13:30.882136,18.86,18.92,18.86,18.86,1011,81,5.3,305,93,0.0,Clouds,overcast clouds,23
Budatétény,47.405,19.016389,2026-09-09 23:13:32.073618,19.81,19.96,18.41,20.57,1011,81,2.68,311,96,0.0,Clouds,overcast clouds,23
Seregélyes-Szőlőhegy,47.119444,18.612222,2026-09-09 23:13:33.275118,19.69,19.8,19.69,19.69,1012,80,7.59,329,87,0.0,Clouds,overcast clouds,23
Gödöllő-Állami telepek,47.564444,19.375556,2026-09-09 23:13:34.469441,20.7,21.31,18.93,20.87,1011,95,7.72,310,67,1.11,Rain,moderate rain,23
Dunakeszi alsó,47.607778,19.128889,2026-09-09 23:13:35.676953,19.92,20.24,18.34,21.35,1011,87,2.24,324,84,1.0,Rain,light rain,23
Vác-Alsóváros,47.773056,19.149722,2026-09-09 23:13:36.872860,20.63,21.36,18.69,21.25,1011,100,3.55,270,86,4.0,Rain,moderate rain,23
Szob alsó,47.816667,18.8725,2026-09-09 23:13:38.069708,18.72,18.76,18.72,18.72,1011,81,4.22,286,100,0.0,Clouds,overcast clouds,23
Zalaszentmihály-Pacsa,46.7225,16.951944,2026-09-09 23:13:39.269370,19.75,19.56,19.75,19.75,1013,68,5.14,10,99,0.0,Clouds,overcast clouds,23
Pötréte,46.682778,16.9575,2026-09-09 23:13:40.460902,19.75,19.56,19.75,19.75,1013,68,5.14,10,98,0.0,Clouds,overcast clouds,23
Felsőrajk,46.667222,16.982778,2026-09-09 23:13:41.656412,19.81,19.62,19.81,19.81,1013,68,5.14,10,98,0.0,Clouds,overcast clouds,23
Gelse,46.600556,16.982778,2026-09-09 23:13:42.866152,19.81,19.62,19.81,19.81,1013,68,5.14,10,97,0.0,Clouds,overcast clouds,23
Őrtilos,46.297778,16.887778,2026-09-09 23:13:44.058410,19.15,19.21,19.15,19.15,1012,80,7.61,34,94,0.0,Clouds,overcast clouds,23
Zákány,46.251944,16.9425,2026-09-09 23:13:45.256254,18.95,19.02,18.95,18.95,1012,81,7.81,28,94,0.0,Clouds,overcast clouds,23
