station_name,station_lat,station_lon,observation_time,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,precipitation_1h,weather_main,weather_description,collection_hour
Búcsúszentlászló,46.793056,16.932778,2026-08-12 10:18:21.870807,26.51,26.51,26.51,26.84,1024,28,4.24,14,0,0.0,Clear,clear sky,10
Angyalföld,47.549722,19.09,2026-08-12 10:18:23.094657,27.52,26.89,26.67,28.75,1023,33,3.6,290,0,0.0,Clear,clear sky,10
Felsőjánosfa,46.841389,16.544167,2026-08-12 10:18:24.349853,26.2,26.2,26.2,26.2,1024,32,3.93,29,0,0.0,Clear,clear sky,10
Pankasz,46.835833,16.496111,2026-08-12 10:18:25.565672,27.02,26.55,27.02,27.02,1024,33,4.0,32,0,0.0,Clear,clear sky,10
Nagyrákos,46.827222,16.455556,2026-08-12 10:18:26.806158,26.99,26.53,26.99,26.99,1024,33,4.02,34,0,0.0,Clear,clear sky,10
Őriszentpéter,46.828889,16.415278,2026-08-12 10:18:28.028404,27.1,26.61,27.1,27.1,1024,33,3.98,37,0,0.0,Clear,clear sky,10
Törökbálint,47.45,18.908611,2026-08-12 10:18:29.254271,27.56,26.97,26.45,28.52,1023,34,0.89,88,0,0.0,Clear,clear sky,10
Bicske alsó,47.486389,18.642778,2026-08-12 10:18:30.510578,27.93,27.14,25.05,28.41,1023,32,3.28,340,0,0.0,Clear,clear sky,10
Bajánsenye,46.818056,16.358056,2026-08-12 10:18:31.734006,27.24,26.7,27.24,27.24,1024,33,4.0,39,0,0.0,Clear,clear sky,10
Aquincum,47.566218,19.048273,2026-08-12 10:18:32.974164,27.53,26.95,26.7,28.77,1023,34,1.34,87,0,0.0,Clear,clear sky,10
Piliscsév,47.673889,18.791389,2026-08-12 10:18:34.197789,27.55,26.91,26.29,28.36,1023,33,2.22,12,0,0.0,Clear,clear sky,10
Tát,47.741201,18.64783,2026-08-12 10:18:35.419402,25.4,24.83,25.4,25.4,1024,32,2.01,17,0,0.0,Clear,clear sky,10
Süttő felső,47.756667,18.437222,2026-08-12 10:18:36.645573,25.89,25.34,25.89,25.89,1024,31,2.33,356,0,0.0,Clear,clear sky,10
Budatétény,47.405,19.016389,2026-08-12 10:18:37.867330,27.41,26.86,26.74,28.81,1023,34,3.6,290,0,0.0,Clear,clear sky,10
Seregélyes-Szőlőhegy,47.119444,18.612222,2026-08-12 10:18:39.113894,26.9,26.44,26.9,26.9,1023,32,3.8,324,0,0.0,Clear,clear sky,10
Gödöllő-Állami telepek,47.564444,19.375556,2026-08-12 10:18:40.344198,26.88,26.31,26.19,27.27,1023,29,3.6,290,0,0.0,Clear,clear sky,10
Dunakeszi alsó,47.607778,19.128889,2026-08-12 10:18:41.568203,27.53,26.95,26.67,28.74,1023,34,0.89,114,0,0.0,Clear,clear sky,10
Vác-Alsóváros,47.773056,19.149722,2026-08-12 10:18:42.796973,27.73,26.99,25.36,27.73,1023,32,2.83,30,0,0.0,Clear,clear sky,10
Szob alsó,47.816667,18.8725,2026-08-12 10:18:44.019697,25.39,24.82,25.39,25.39,1023,32,1.46,14,0,0.0,Clear,clear sky,10
Zalaszentmihály-Pacsa,46.7225,16.951944,2026-08-12 10:18:45.264391,26.42,26.42,26.42,26.75,1024,28,4.63,30,0,0.0,Clear,clear sky,10
Pötréte,46.682778,16.9575,2026-08-12 10:18:46.492595,26.75,26.23,26.42,26.75,1024,29,4.63,30,0,0.0,Clear,clear sky,10
Felsőrajk,46.667222,16.982778,2026-08-12 10:18:47.730585,26.81,26.27,26.48,26.81,1024,29,4.63,30,0,0.0,Clear,clear sky,10
Gelse,46.600556,16.982778,2026-08-12 10:18:48.953075,26.81,26.27,26.48,26.81,1024,29,4.63,30,0,0.0,Clear,clear sky,10
Őrtilos,46.297778,16.887778,2026-08-12 10:18:50.176859,28.25,27.19,28.25,28.25,1023,28,4.11,26,0,0.0,Clear,clear sky,10
Zákány,46.251944,16.9425,2026-08-12 10:18:51.417674,28.08,27.11,28.08,28.08,1023,29,4.21,23,0,0.0,Clear,clear sky,10
Berzence,46.201389,17.143611,2026-08-12 10:18:52.647825,28.42,27.41,28.42,28.42,1023,30,3.96,17,0,0.0,Clear,clear sky,10
Somogyudvarhely,46.163333,17.179722,2026-08-12 10:18:53.889079,28.42,27.41,28.42,28.42,1023,30,3.83,17,0,0.0,Clear,clear sky,10
Bélavár,46.122778,17.207778,2026-08-12 10:18:55.124970,28.56,27.52,28.56,28.56,1023,30,3.59,19,0,0.0,Clear,clear sky,10
Vízvár,46.101389,17.239444,2026-08-12 10:18:56.348022,28.5,27.47,28.5,28.5,1023,30,3.45,20,0,0.0,Clear,clear sky,10
Babócsa,46.028359,17.342276,2026-08-12 10:18:57.589618,28.58,27.59,28.58,28.58,1023,31,3.14,23,4,0.0,Clear,clear sky,10
Péterhida-Komlósd,46.006667,17.358056,2026-08-12 10:18:58.811697,28.67,27.66,28.67,28.67,1023,31,3.0,26,7,0.0,Clear,clear sky,10
Barcs,45.951944,17.446944,2026-08-12 10:19:00.035266,28.76,27.79,28.76,28.76,1023,32,2.75,32,18,0.0,Clouds,few clouds,10
Barcs felső,45.958333,17.486389,2026-08-12 10:19:01.257562,28.67,27.72,28.67,28.67,1023,32,2.79,31,20,0.0,Clouds,few clouds,10
Középrigóc,45.970556,17.525,2026-08-12 10:19:02.479533,28.59,27.65,28.59,28.59,1023,32,2.84,30,22,0.0,Clouds,few clouds,10
Darány,45.992222,17.598611,2026-08-12 10:19:03.722460,28.57,27.64,28.57,28.57,1023,32,3.19,25,24,0.0,Clouds,few clouds,10
Kisdobsza,46.012222,17.668056,2026-08-12 10:19:04.947699,28.58,27.64,28.58,28.58,1023,32,3.42,22,23,0.0,Clouds,few clouds,10
Nemeske,46.023333,17.705278,2026-08-12 10:19:06.171235,28.61,27.67,28.61,28.61,1023,32,3.48,22,22,0.0,Clouds,few clouds,10
Molvány,46.035278,17.748611,2026-08-12 10:19:07.400171,28.55,27.62,28.55,28.55,1023,32,3.55,20,18,0.0,Clouds,few clouds,10
Szigetvár,46.043333,17.801944,2026-08-12 10:19:08.620931,28.52,27.65,28.52,28.52,1024,33,3.55,20,17,0.0,Clouds,few clouds,10
Nagypeterd,46.039444,17.871667,2026-08-12 10:19:09.865481,28.53,27.66,28.53,28.53,1024,33,3.49,20,14,0.0,Clouds,few clouds,10
Szentdénes,46.036667,17.926944,2026-08-12 10:19:11.091402,28.48,27.62,28.48,28.48,1024,33,3.44,20,12,0.0,Clouds,few clouds,10
Háros,47.412222,19.035,2026-08-12 10:19:12.318205,27.37,26.83,26.7,28.77,1023,34,3.6,290,0,0.0,Clear,clear sky,10
Nagytétény-Diósd,47.398333,18.974444,2026-08-12 10:19:13.540565,27.62,27.01,26.73,28.8,1023,34,3.12,14,0,0.0,Clear,clear sky,10
Érdliget,47.390278,18.937778,2026-08-12 10:19:14.760640,27.73,27.15,26.65,28.72,1023,35,3.06,14,0,0.0,Clear,clear sky,10
Érd felső,47.381111,18.922222,2026-08-12 10:19:16.000202,27.78,27.18,26.62,28.69,1023,35,2.97,13,0,0.0,Clear,clear sky,10
Érd,47.369722,18.900833,2026-08-12 10:19:17.223295,27.82,27.21,26.58,28.65,1023,35,3.04,11,0,0.0,Clear,clear sky,10
Százhalombatta,47.322222,18.899167,2026-08-12 10:19:18.455259,27.88,27.1,26.56,28.64,1023,32,3.09,6,0,0.0,Clear,clear sky,10
Dunai Finomító,47.294444,18.878889,2026-08-12 10:19:19.679591,28.44,27.53,26.4,28.47,1023,32,2.79,356,0,0.0,Clear,clear sky,10
Ercsi,47.247222,18.875278,2026-08-12 10:19:20.901094,28.69,27.73,26.63,28.7,1023,32,2.76,352,0,0.0,Clear,clear sky,10
Iváncsa,47.177778,18.811944,2026-08-12 10:19:22.144608,27.0,26.5,27.0,27.0,1023,32,2.74,331,0,0.0,Clear,clear sky,10
Pusztaszabolcs,47.139722,18.761667,2026-08-12 10:19:23.368573,27.15,26.6,27.15,27.15,1023,32,2.96,323,0,0.0,Clear,clear sky,10
Szabadegyháza,47.082778,18.704167,2026-08-12 10:19:24.593380,27.22,26.6,27.22,27.22,1023,31,3.35,321,0,0.0,Clear,clear sky,10
Sárosd,47.039722,18.660278,2026-08-12 10:19:25.817739,27.31,26.7,27.31,27.31,1023,32,3.69,324,0,0.0,Clear,clear sky,10
Nagylók,46.979444,18.635833,2026-08-12 10:19:27.047893,27.29,26.69,27.29,27.29,1023,32,3.65,326,0,0.0,Clear,clear sky,10
Sárbogárd,46.896944,18.611944,2026-08-12 10:19:28.288681,27.62,26.92,27.62,27.62,1023,32,3.57,330,0,0.0,Clear,clear sky,10
Rétszilas,46.814167,18.601389,2026-08-12 10:19:29.511897,27.77,27.02,27.77,27.77,1023,32,3.36,334,0,0.0,Clear,clear sky,10
Nagyatád,46.228611,17.354167,2026-08-12 10:19:30.735346,28.45,27.43,28.45,28.45,1023,30,3.44,12,1,0.0,Clear,clear sky,10
Budapest-Keleti,47.500278,19.084167,2026-08-12 10:19:31.952833,27.43,26.88,26.65,28.72,1023,34,3.6,290,0,0.0,Clear,clear sky,10
Ferencváros,47.468611,19.088056,2026-08-12 10:19:33.174911,27.43,26.83,26.67,28.74,1023,33,3.6,290,0,0.0,Clear,clear sky,10
Budapest-Nyugati,47.510833,19.0575,2026-08-12 10:19:34.419641,27.41,26.86,26.66,28.73,1023,34,3.6,290,0,0.0,Clear,clear sky,10
