station_name,station_lat,station_lon,observation_time,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,precipitation_1h,weather_main,weather_description,collection_hour
Búcsúszentlászló,46.793056,16.932778,2026-06-10 19:10:01.034347,16.11,15.79,16.11,16.11,1013,77,7.93,7,100,0.0,Clouds,overcast clouds,19
Angyalföld,47.549722,19.09,2026-06-10 19:10:02.241344,19.42,19.51,18.87,21.51,1011,80,1.79,354,5,0.27,Rain,light rain,19
Felsőjánosfa,46.841389,16.544167,2026-06-10 19:10:03.438227,15.83,15.66,15.83,15.83,1013,84,6.76,32,100,0.0,Clouds,overcast clouds,19
Pankasz,46.835833,16.496111,2026-06-10 19:10:04.635724,15.57,15.38,15.57,15.57,1013,84,6.85,35,100,0.65,Rain,light rain,19
Nagyrákos,46.827222,16.455556,2026-06-10 19:10:05.837117,15.54,15.37,15.54,15.54,1013,85,6.87,36,100,1.54,Rain,moderate rain,19
Őriszentpéter,46.828889,16.415278,2026-06-10 19:10:07.027196,15.67,15.51,15.67,15.67,1013,85,6.81,38,100,1.15,Rain,moderate rain,19
Törökbálint,47.45,18.908611,2026-06-10 19:10:08.222818,20.23,20.27,18.64,21.29,1011,75,2.24,314,25,0.0,Clouds,scattered clouds,19
Bicske alsó,47.486389,18.642778,2026-06-10 19:10:09.412940,18.96,19.05,18.94,21.17,1012,82,3.98,330,3,0.0,Clear,clear sky,19
Bajánsenye,46.818056,16.358056,2026-06-10 19:10:10.610439,15.84,15.7,15.84,15.84,1013,85,7.01,40,100,0.0,Clouds,overcast clouds,19
Aquincum,47.566218,19.048273,2026-06-10 19:10:11.801516,19.32,19.42,18.9,21.54,1011,81,1.79,354,0,0.0,Clear,clear sky,19
Piliscsév,47.673889,18.791389,2026-06-10 19:10:12.993653,18.88,19.04,18.48,19.07,1012,85,2.55,326,0,1.0,Rain,light rain,19
Tát,47.741201,18.64783,2026-06-10 19:10:14.191013,19.29,19.49,19.29,19.29,1012,85,1.96,311,5,0.0,Clear,clear sky,19
Süttő felső,47.756667,18.437222,2026-06-10 19:10:15.387333,16.97,16.92,16.97,16.97,1012,84,2.97,307,36,0.0,Clouds,scattered clouds,19
Budatétény,47.405,19.016389,2026-06-10 19:10:16.582512,21.06,21.15,18.94,21.58,1011,74,2.24,314,38,0.49,Rain,light rain,19
Seregélyes-Szőlőhegy,47.119444,18.612222,2026-06-10 19:10:17.773382,18.52,18.44,18.52,18.52,1011,77,4.53,321,76,0.0,Clouds,broken clouds,19
Gödöllő-Állami telepek,47.564444,19.375556,2026-06-10 19:10:18.969602,19.0,19.04,18.38,20.57,1011,80,3.35,285,13,0.65,Rain,light rain,19
Dunakeszi alsó,47.607778,19.128889,2026-06-10 19:10:20.163675,19.27,19.37,18.86,21.51,1011,81,0.45,310,5,0.0,Clear,clear sky,19
Vác-Alsóváros,47.773056,19.149722,2026-06-10 19:10:21.355856,18.84,19.0,18.84,19.25,1012,85,2.52,291,8,0.0,Clear,clear sky,19
Szob alsó,47.816667,18.8725,2026-06-10 19:10:22.552387,19.28,19.48,19.28,19.28,1012,85,1.7,291,8,0.0,Clear,clear sky,19
Zalaszentmihály-Pacsa,46.7225,16.951944,2026-06-10 19:10:23.752664,16.22,15.96,16.22,16.22,1013,79,7.83,7,92,0.0,Clouds,overcast clouds,19
Pötréte,46.682778,16.9575,2026-06-10 19:10:24.948879,16.36,16.14,16.36,16.36,1013,80,7.69,7,70,0.0,Clouds,broken clouds,19
Felsőrajk,46.667222,16.982778,2026-06-10 19:10:26.140369,16.32,16.1,16.32,16.32,1013,80,7.89,6,73,0.0,Clouds,broken clouds,19
Gelse,46.600556,16.982778,2026-06-10 19:10:27.342669,16.5,16.32,16.5,16.5,1012,81,7.32,6,35,0.0,Clouds,scattered clouds,19
Őrtilos,46.297778,16.887778,2026-06-10 19:10:28.537347,17.55,17.55,17.55,17.55,1012,84,0.22,352,13,0.0,Clouds,few clouds,19
Zákány,46.251944,16.9425,2026-06-10 19:10:29.736652,17.48,17.45,17.48,17.48,1011,83,0.58,142,36,0.0,Clouds,scattered clouds,19
Berzence,46.201389,17.143611,2026-06-10 19:10:30.939175,17.94,17.93,17.94,17.94,1011,82,1.39,147,32,0.0,Clouds,scattered clouds,19
Somogyudvarhely,46.163333,17.179722,2026-06-10 19:10:32.134779,18.08,18.08,18.08,18.08,1011,82,1.54,152,23,0.0,Clouds,few clouds,19
Bélavár,46.122778,17.207778,2026-06-10 19:10:33.331812,18.56,18.59,18.56,18.56,1011,81,1.56,156,12,0.0,Clouds,few clouds,19
Vízvár,46.101389,17.239444,2026-06-10 19:10:34.528314,18.69,18.73,18.69,18.69,1011,81,1.44,159,8,0.0,Clear,clear sky,19
Babócsa,46.028359,17.342276,2026-06-10 19:10:35.723016,19.12,19.2,19.12,19.12,1010,81,1.04,170,15,0.0,Clouds,few clouds,19
Péterhida-Komlósd,46.006667,17.358056,2026-06-10 19:10:36.917829,19.36,19.49,19.36,19.36,1010,82,0.86,174,22,0.0,Clouds,few clouds,19
Barcs,45.951944,17.446944,2026-06-10 19:10:38.112546,19.66,19.85,19.66,19.66,1010,83,0.7,172,43,0.0,Clouds,scattered clouds,19
Barcs felső,45.958333,17.486389,2026-06-10 19:10:39.309862,19.58,19.79,19.58,19.58,1010,84,0.74,163,48,0.0,Clouds,scattered clouds,19
Középrigóc,45.970556,17.525,2026-06-10 19:10:40.500717,19.52,19.72,19.52,19.52,1010,84,0.83,153,51,0.0,Clouds,broken clouds,19
Darány,45.992222,17.598611,2026-06-10 19:10:41.691499,19.48,19.68,19.48,19.48,1010,84,1.38,123,58,0.0,Clouds,broken clouds,19
Kisdobsza,46.012222,17.668056,2026-06-10 19:10:42.894382,19.56,19.74,19.56,19.56,1010,83,1.85,113,60,0.0,Clouds,broken clouds,19
Nemeske,46.023333,17.705278,2026-06-10 19:10:44.090034,19.69,19.88,19.69,19.69,1010,83,2.07,113,60,0.0,Clouds,broken clouds,19
Molvány,46.035278,17.748611,2026-06-10 19:10:45.286427,19.78,19.93,19.78,19.78,1010,81,2.3,112,60,0.0,Clouds,broken clouds,19
Szigetvár,46.043333,17.801944,2026-06-10 19:10:46.482208,19.91,20.05,19.91,19.91,1010,80,2.4,114,58,0.0,Clouds,broken clouds,19
Nagypeterd,46.039444,17.871667,2026-06-10 19:10:47.681564,20.24,20.36,20.24,20.24,1010,78,2.52,123,53,0.0,Clouds,broken clouds,19
Szentdénes,46.036667,17.926944,2026-06-10 19:10:48.877245,20.35,20.45,20.35,20.35,1010,77,2.56,128,50,0.0,Clouds,scattered clouds,19
Háros,47.412222,19.035,2026-06-10 19:10:50.071174,21.0,21.09,18.9,21.54,1011,74,2.24,314,38,0.61,Rain,light rain,19
Nagytétény-Diósd,47.398333,18.974444,2026-06-10 19:10:51.268413,21.06,21.13,18.93,21.57,1011,73,2.24,314,50,0.1,Clouds,scattered clouds,19
Érdliget,47.390278,18.937778,2026-06-10 19:10:52.461668,20.94,21.0,18.84,21.49,1011,73,2.24,314,49,0.11,Rain,light rain,19
Érd felső,47.381111,18.922222,2026-06-10 19:10:53.656830,20.88,20.93,18.81,21.45,1011,73,2.24,314,46,0.0,Clouds,scattered clouds,19
Érd,47.369722,18.900833,2026-06-10 19:10:54.852876,20.81,20.85,18.77,21.42,1011,73,3.92,320,58,0.0,Clouds,broken clouds,19
Százhalombatta,47.322222,18.899167,2026-06-10 19:10:56.047529,20.87,20.89,18.76,21.4,1011,72,3.98,316,80,0.0,Clouds,broken clouds,19
Dunai Finomító,47.294444,18.878889,2026-06-10 19:10:57.244834,21.22,21.28,19.18,21.24,1011,72,4.26,321,75,0.0,Clouds,broken clouds,19
Ercsi,47.247222,18.875278,2026-06-10 19:10:58.440804,21.46,21.72,19.41,21.47,1011,79,4.2,318,82,0.0,Clouds,broken clouds,19
Iváncsa,47.177778,18.811944,2026-06-10 19:10:59.632010,18.9,18.91,18.9,18.9,1011,79,4.12,312,83,0.0,Clouds,broken clouds,19
Pusztaszabolcs,47.139722,18.761667,2026-06-10 19:11:00.828799,18.89,18.87,18.89,18.89,1011,78,3.99,305,88,0.0,Clouds,overcast clouds,19
Szabadegyháza,47.082778,18.704167,2026-06-10 19:11:02.021410,18.78,18.75,18.78,18.78,1011,78,3.93,303,94,0.0,Clouds,overcast clouds,19
Sárosd,47.039722,18.660278,2026-06-10 19:11:03.216631,18.64,18.57,18.64,18.64,1011,77,3.98,307,99,0.0,Clouds,overcast clouds,19
Nagylók,46.979444,18.635833,2026-06-10 19:11:04.414078,18.49,18.41,18.49,18.49,1011,77,3.76,301,100,0.0,Clouds,overcast clouds,19
Sárbogárd,46.896944,18.611944,2026-06-10 19:11:05.611728,18.59,18.52,18.59,18.59,1011,77,3.6,305,96,0.15,Rain,light rain,19
Rétszilas,46.814167,18.601389,2026-06-10 19:11:06.809389,18.66,18.62,18.66,18.66,1011,78,3.37,306,80,0.0,Clouds,broken clouds,19
Nagyatád,46.228611,17.354167,2026-06-10 19:11:07.999561,17.7,17.69,17.7,17.7,1011,83,1.2,146,3,0.0,Clear,clear sky,19
Budapest-Keleti,47.500278,19.084167,2026-06-10 19:11:09.197382,20.28,20.35,18.84,21.49,1011,76,2.24,314,11,2.45,Rain,moderate rain,19
Ferencváros,47.468611,19.088056,2026-06-10 19:11:10.392870,20.59,20.66,18.86,21.51,1011,75,2.24,314,18,3.27,Rain,moderate rain,19
Budapest-Nyugati,47.510833,19.0575,2026-06-10 19:11:11.593881,20.13,20.21,18.86,21.5,1011,77,2.24,314,5,0.65,Rain,light rain,19
Kőbánya felső,47.491944,19.133889,2026-06-10 19:11:12.795869,20.23,20.29,18.79,21.43,1011,76,1.79,354,12,2.37,Rain,moderate rain,19
Rákos,47.488889,19.174722,2026-06-10 19:11:13.991128,20.17,20.25,18.75,21.39,1011,77,1.79,354,12,0.43,Rain,light rain,19
Rákosrendező,47.525556,19.089444,2026-06-10 19:11:15.184750,19.89,19.97,18.89,21.53,1011,78,1.79,354,8,1.15,Rain,moderate rain,19
Zugló,47.511389,19.101389,2026-06-10 19:11:16.382508,20.1,20.18,18.85,21.49,1011,77,1.79,354,8,2.37,Rain,moderate rain,19
Mezőtárkány,47.725,20.480278,2026-06-10 19:11:17.582267,19.34,19.16,19.34,19.34,1011,70,3.61,57,10,0.0,Clear,clear sky,19
Istvántelek,47.550278,19.106389,2026-06-10 19:11:18.774235,19.49,19.56,18.88,21.52,1011,79,1.79,354,5,0.42,Rain,light rain,19
Rákospalota-Újpest,47.565833,19.111944,2026-06-10 19:11:19.978040,19.33,19.41,18.87,21.51,1011,80,1.79,354,3,0.0,Clear,clear sky,19
Kőbánya alsó,47.483056,19.127222,2026-06-10 19:11:21.169887,20.34,20.41,18.8,21.44,1011,76,2.24,314,12,2.27,Rain,moderate rain,19
Kőbánya-Kispest,47.463889,19.149444,2026-06-10 19:11:22.369131,20.43,20.51,18.8,21.44,1011,76,1.79,354,15,0.44,Rain,light rain,19
Pestszentlőrinc,47.454722,19.182778,2026-06-10 19:11:23.561016,20.37,20.45,18.74,21.38,1011,76,3.18,295,16,0.0,Clouds,few clouds,19
Kispest,47.448135,19.157552,2026-06-10 19:11:24.752062,20.51,20.6,18.81,21.45,1011,76,1.79,354,19,0.0,Clouds,few clouds,19
Újpest,47.558889,19.079722,2026-06-10 19:11:25.950538,19.29,19.39,18.88,21.52,1011,81,1.79,354,1,0.0,Clear,clear sky,19
Pestszentimre felső,47.413611,19.173333,2026-06-10 19:11:27.151143,20.65,20.73,18.83,21.47,1011,75,3.26,295,19,0.0,Clouds,few clouds,19
Dunakeszi,47.626111,19.136111,2026-06-10 19:11:28.345076,19.18,19.27,18.77,21.42,1011,81,0.45,310,5,0.0,Clear,clear sky,19
Dunakeszi-Gyártelep,47.643611,19.135,2026-06-10 19:11:29.542082,19.22,19.31,18.82,21.46,1011,81,2.6,295,5,0.0,Clear,clear sky,19
Alsógöd,47.676944,19.134444,2026-06-10 19:11:30.740248,19.21,19.43,18.81,21.45,1011,86,2.56,295,5,0.0,Clear,clear sky,19
Göd,47.687778,19.1375,2026-06-10 19:11:31.931464,19.23,19.45,18.83,21.47,1011,86,2.56,295,5,0.0,Clear,clear sky,19
Felsőgöd,47.705556,19.143333,2026-06-10 19:11:33.131339,18.89,19.08,18.88,21.06,1011,86,2.54,294,6,0.0,Clear,clear sky,19
Sződ-Sződliget,47.728056,19.154722,2026-06-10 19:11:34.323526,18.89,19.08,18.87,19.45,1012,86,2.53,293,7,0.0,Clear,clear sky,19
Vác,47.782778,19.133056,2026-06-10 19:11:35.520593,18.84,19.0,18.84,19.25,1012,85,2.52,291,8,0.0,Clear,clear sky,19
Verőce,47.823889,19.029444,2026-06-10 19:11:36.711921,18.68,18.82,18.68,19.08,1012,85,2.21,281,8,0.0,Clear,clear sky,19
Kismaros,47.8275,19.010278,2026-06-10 19:11:37.908218,19.21,19.41,19.21,19.21,1012,85,2.09,280,7,0.0,Clear,clear sky,19
