station_name,station_lat,station_lon,observation_time,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,precipitation_1h,weather_main,weather_description,collection_hour
Búcsúszentlászló,46.793056,16.932778,2026-04-16 14:02:15.653376,20.84,20.39,20.84,20.84,1020,54,4.92,14,100,0.0,Clouds,overcast clouds,14
Angyalföld,47.549722,19.09,2026-04-16 14:02:16.814312,21.32,20.68,20.56,22.07,1019,45,4.12,300,0,0.0,Clear,clear sky,14
Felsőjánosfa,46.841389,16.544167,2026-04-16 14:02:17.965942,19.65,19.05,19.65,19.65,1020,53,4.23,34,99,0.0,Clouds,overcast clouds,14
Pankasz,46.835833,16.496111,2026-04-16 14:02:19.118630,19.37,18.75,19.37,19.37,1020,53,4.17,38,98,0.0,Clouds,overcast clouds,14
Nagyrákos,46.827222,16.455556,2026-04-16 14:02:20.276735,19.34,18.74,19.34,19.34,1020,54,4.11,40,98,0.0,Clouds,overcast clouds,14
Őriszentpéter,46.828889,16.415278,2026-04-16 14:02:21.432107,19.45,18.86,19.45,19.45,1020,54,3.95,45,99,0.0,Clouds,overcast clouds,14
Törökbálint,47.45,18.908611,2026-04-16 14:02:22.589669,21.12,20.49,20.34,21.85,1019,46,3.13,320,100,0.0,Clouds,overcast clouds,14
Bicske alsó,47.486389,18.642778,2026-04-16 14:02:23.741529,21.15,20.6,20.23,21.73,1019,49,5.88,325,100,0.0,Clouds,overcast clouds,14
Bajánsenye,46.818056,16.358056,2026-04-16 14:02:24.903683,19.57,18.99,19.57,19.57,1020,54,3.79,49,98,0.0,Clouds,overcast clouds,14
Aquincum,47.566218,19.048273,2026-04-16 14:02:26.064758,21.33,20.69,20.59,22.1,1019,45,4.02,333,100,0.0,Clouds,overcast clouds,14
Piliscsév,47.673889,18.791389,2026-04-16 14:02:27.216310,20.91,20.34,20.18,21.26,1019,49,4.98,316,100,0.0,Clouds,overcast clouds,14
Tát,47.741201,18.64783,2026-04-16 14:02:28.375577,19.29,18.55,19.29,19.29,1019,49,5.17,310,100,0.0,Clouds,overcast clouds,14
Süttő felső,47.756667,18.437222,2026-04-16 14:02:29.527252,20.38,19.75,20.38,20.38,1019,49,5.55,314,100,0.0,Clouds,overcast clouds,14
Budatétény,47.405,19.016389,2026-04-16 14:02:30.680414,21.7,21.13,20.63,22.14,1019,46,4.12,300,0,0.0,Clear,clear sky,14
Seregélyes-Szőlőhegy,47.119444,18.612222,2026-04-16 14:02:31.839271,20.95,20.38,20.95,20.95,1019,49,5.3,327,92,0.0,Clouds,overcast clouds,14
Gödöllő-Állami telepek,47.564444,19.375556,2026-04-16 14:02:32.997821,20.81,19.99,20.08,21.16,1019,40,4.12,300,0,0.0,Clear,clear sky,14
Dunakeszi alsó,47.607778,19.128889,2026-04-16 14:02:34.156991,21.34,20.7,20.56,22.07,1019,45,4.02,333,100,0.0,Clouds,overcast clouds,14
Vác-Alsóváros,47.773056,19.149722,2026-04-16 14:02:35.315271,21.62,21.14,19.25,21.62,1019,50,4.35,306,100,0.0,Clouds,overcast clouds,14
Szob alsó,47.816667,18.8725,2026-04-16 14:02:36.472543,19.28,18.54,19.28,19.28,1019,49,4.45,303,100,0.0,Clouds,overcast clouds,14
Zalaszentmihály-Pacsa,46.7225,16.951944,2026-04-16 14:02:37.631670,20.75,20.16,20.75,20.75,1020,49,3.6,360,0,0.0,Clear,clear sky,14
Pötréte,46.682778,16.9575,2026-04-16 14:02:38.785094,20.75,20.16,20.75,20.75,1020,49,3.6,360,0,0.0,Clear,clear sky,14
Felsőrajk,46.667222,16.982778,2026-04-16 14:02:39.943516,20.81,20.23,20.81,20.81,1020,49,3.6,360,0,0.0,Clear,clear sky,14
Gelse,46.600556,16.982778,2026-04-16 14:02:41.097098,20.81,20.23,20.81,20.81,1020,49,3.6,360,0,0.0,Clear,clear sky,14
Őrtilos,46.297778,16.887778,2026-04-16 14:02:42.251856,20.42,19.93,20.42,20.42,1020,54,5.02,23,53,0.0,Clouds,broken clouds,14
