station_name,station_lat,station_lon,observation_time,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,precipitation_1h,weather_main,weather_description,collection_hour
Búcsúszentlászló,46.793056,16.932778,2026-04-30 07:06:28.815315,6.84,3.4,6.84,6.84,1029,47,5.56,21,4,0.0,Clear,clear sky,7
Angyalföld,47.549722,19.09,2026-04-30 07:06:30.055570,8.76,5.79,7.23,9.42,1029,43,5.66,10,0,0.0,Clear,clear sky,7
Felsőjánosfa,46.841389,16.544167,2026-04-30 07:06:31.288862,8.5,5.63,8.5,8.5,1030,45,5.22,28,0,0.0,Clear,clear sky,7
Pankasz,46.835833,16.496111,2026-04-30 07:06:32.528455,8.23,5.23,8.23,8.23,1030,45,5.37,30,0,0.0,Clear,clear sky,7
Nagyrákos,46.827222,16.455556,2026-04-30 07:06:33.760357,8.19,5.16,8.19,8.19,1030,45,5.42,31,0,0.0,Clear,clear sky,7
Őriszentpéter,46.828889,16.415278,2026-04-30 07:06:34.998421,8.32,5.3,8.32,8.32,1030,45,5.49,33,0,0.0,Clear,clear sky,7
Törökbálint,47.45,18.908611,2026-04-30 07:06:36.234772,7.71,7.23,7.01,9.19,1028,44,1.34,73,0,0.0,Clear,clear sky,7
Bicske alsó,47.486389,18.642778,2026-04-30 07:06:37.465751,7.83,5.36,6.9,7.83,1029,42,3.95,17,0,0.0,Clear,clear sky,7
Bajánsenye,46.818056,16.358056,2026-04-30 07:06:38.712384,8.42,5.41,8.42,8.42,1030,45,5.53,34,0,0.0,Clear,clear sky,7
Aquincum,47.566218,19.048273,2026-04-30 07:06:39.942998,8.63,6.79,7.26,9.45,1029,44,3.13,17,0,0.0,Clear,clear sky,7
Piliscsév,47.673889,18.791389,2026-04-30 07:06:41.178752,7.8,6.41,6.85,9.03,1029,43,2.25,37,4,0.0,Clear,clear sky,7
Tát,47.741201,18.64783,2026-04-30 07:06:42.412735,8.18,7.58,8.18,8.18,1029,41,1.49,19,3,0.0,Clear,clear sky,7
Süttő felső,47.756667,18.437222,2026-04-30 07:06:43.642714,8.18,7.03,8.18,8.18,1030,43,2.05,356,1,0.0,Clear,clear sky,7
Budatétény,47.405,19.016389,2026-04-30 07:06:44.878213,7.98,4.8,7.3,9.49,1028,43,5.66,10,0,0.0,Clear,clear sky,7
Seregélyes-Szőlőhegy,47.119444,18.612222,2026-04-30 07:06:46.115310,8.35,5.07,8.35,8.35,1029,40,6.23,22,6,0.0,Clear,clear sky,7
