station_name,station_lat,station_lon,observation_time,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,precipitation_1h,weather_main,weather_description,collection_hour
Búcsúszentlászló,46.793056,16.932778,2026-07-03 21:36:41.547732,18.71,18.02,18.71,18.71,1023,53,3.31,357,2,0.0,Clear,clear sky,21
Angyalföld,47.549722,19.09,2026-07-03 21:36:42.817233,20.61,19.8,19.45,21.62,1021,41,2.68,350,1,0.0,Clear,clear sky,21
Felsőjánosfa,46.841389,16.544167,2026-07-03 21:36:44.085844,18.86,18.24,18.86,18.86,1022,55,3.36,6,2,0.0,Clear,clear sky,21
Pankasz,46.835833,16.496111,2026-07-03 21:36:45.353734,18.58,17.93,18.58,18.58,1023,55,3.45,4,2,0.0,Clear,clear sky,21
Nagyrákos,46.827222,16.455556,2026-07-03 21:36:46.629177,18.54,17.89,18.54,18.54,1023,55,3.48,3,2,0.0,Clear,clear sky,21
Őriszentpéter,46.828889,16.415278,2026-07-03 21:36:47.895139,18.63,18.01,18.63,18.63,1023,56,3.52,1,2,0.0,Clear,clear sky,21
Törökbálint,47.45,18.908611,2026-07-03 21:36:49.163765,20.14,19.28,19.23,21.39,1021,41,2.68,305,2,0.0,Clear,clear sky,21
Bicske alsó,47.486389,18.642778,2026-07-03 21:36:50.429559,19.44,18.69,19.12,20.62,1021,48,4.75,340,3,0.0,Clear,clear sky,21
Bajánsenye,46.818056,16.358056,2026-07-03 21:36:51.698727,18.73,18.12,18.73,18.73,1023,56,3.71,2,2,0.0,Clear,clear sky,21
Aquincum,47.566218,19.048273,2026-07-03 21:36:52.966919,20.49,19.69,19.48,21.64,1021,42,2.68,350,2,0.0,Clear,clear sky,21
Piliscsév,47.673889,18.791389,2026-07-03 21:36:54.227950,19.46,18.58,19.07,21.23,1021,43,2.84,334,2,0.0,Clear,clear sky,21
Tát,47.741201,18.64783,2026-07-03 21:36:55.488171,19.84,19.24,19.84,19.84,1021,52,2.29,326,2,0.0,Clear,clear sky,21
Süttő felső,47.756667,18.437222,2026-07-03 21:36:56.754995,18.44,17.7,18.44,18.44,1022,52,2.69,324,3,0.0,Clear,clear sky,21
Budatétény,47.405,19.016389,2026-07-03 21:36:58.017921,20.87,20.06,19.52,21.68,1021,40,2.68,333,2,0.0,Clear,clear sky,21
Seregélyes-Szőlőhegy,47.119444,18.612222,2026-07-03 21:36:59.283848,19.55,18.71,19.55,19.55,1021,44,4.65,349,2,0.0,Clear,clear sky,21
Gödöllő-Állami telepek,47.564444,19.375556,2026-07-03 21:37:00.548918,20.66,19.8,18.97,21.13,1021,39,5.18,330,1,0.0,Clear,clear sky,21
Dunakeszi alsó,47.607778,19.128889,2026-07-03 21:37:01.812346,20.56,19.77,19.45,21.61,1021,42,2.68,350,1,0.0,Clear,clear sky,21
Vác-Alsóváros,47.773056,19.149722,2026-07-03 21:37:03.082764,20.51,19.92,19.8,20.51,1021,50,3.14,316,1,0.0,Clear,clear sky,21
Szob alsó,47.816667,18.8725,2026-07-03 21:37:04.346958,19.83,19.25,19.83,19.83,1021,53,1.73,316,1,0.0,Clear,clear sky,21
Zalaszentmihály-Pacsa,46.7225,16.951944,2026-07-03 21:37:05.610075,18.73,18.04,18.73,18.73,1022,53,3.32,358,2,0.0,Clear,clear sky,21
Pötréte,46.682778,16.9575,2026-07-03 21:37:06.873826,18.78,18.07,18.78,18.78,1022,52,3.32,359,2,0.0,Clear,clear sky,21
Felsőrajk,46.667222,16.982778,2026-07-03 21:37:08.144828,18.7,17.98,18.7,18.7,1022,52,3.4,357,2,0.0,Clear,clear sky,21
Gelse,46.600556,16.982778,2026-07-03 21:37:09.411198,18.73,17.99,18.73,18.73,1022,51,3.37,1,2,0.0,Clear,clear sky,21
Őrtilos,46.297778,16.887778,2026-07-03 21:37:10.682132,19.23,18.46,19.23,19.23,1022,48,3.84,20,3,0.0,Clear,clear sky,21
Zákány,46.251944,16.9425,2026-07-03 21:37:11.947523,18.78,17.97,18.78,18.78,1022,48,3.79,20,3,0.0,Clear,clear sky,21
Berzence,46.201389,17.143611,2026-07-03 21:37:13.218505,18.7,17.88,18.7,18.7,1022,48,3.38,11,4,0.0,Clear,clear sky,21
Somogyudvarhely,46.163333,17.179722,2026-07-03 21:37:14.487825,18.63,17.78,18.63,18.63,1022,47,3.26,10,3,0.0,Clear,clear sky,21
Bélavár,46.122778,17.207778,2026-07-03 21:37:15.759158,18.64,17.79,18.64,18.64,1022,47,3.01,9,3,0.0,Clear,clear sky,21
Vízvár,46.101389,17.239444,2026-07-03 21:37:17.030521,18.52,17.65,18.52,18.52,1022,47,2.92,7,3,0.0,Clear,clear sky,21
Babócsa,46.028359,17.342276,2026-07-03 21:37:18.295671,18.47,17.6,18.47,18.47,1022,47,2.78,3,2,0.0,Clear,clear sky,21
Péterhida-Komlósd,46.006667,17.358056,2026-07-03 21:37:19.556792,18.49,17.62,18.49,18.49,1022,47,2.69,2,1,0.0,Clear,clear sky,21
Barcs,45.951944,17.446944,2026-07-03 21:37:20.824105,18.4,17.52,18.4,18.4,1022,47,2.51,357,0,0.0,Clear,clear sky,21
Barcs felső,45.958333,17.486389,2026-07-03 21:37:22.093419,18.35,17.47,18.35,18.35,1022,47,2.59,355,0,0.0,Clear,clear sky,21
Középrigóc,45.970556,17.525,2026-07-03 21:37:23.359814,18.3,17.41,18.3,18.3,1022,47,2.69,354,0,0.0,Clear,clear sky,21
Darány,45.992222,17.598611,2026-07-03 21:37:24.627154,18.54,17.65,18.54,18.54,1022,46,3.19,353,0,0.0,Clear,clear sky,21
Kisdobsza,46.012222,17.668056,2026-07-03 21:37:25.896189,18.77,17.88,18.77,18.77,1022,45,3.51,355,0,0.0,Clear,clear sky,21
Nemeske,46.023333,17.705278,2026-07-03 21:37:27.160412,18.83,17.94,18.83,18.83,1022,45,3.59,355,0,0.0,Clear,clear sky,21
Molvány,46.035278,17.748611,2026-07-03 21:37:28.428577,18.93,18.03,18.93,18.93,1022,44,3.69,358,0,0.0,Clear,clear sky,21
Szigetvár,46.043333,17.801944,2026-07-03 21:37:29.695511,18.95,18.05,18.95,18.95,1022,44,3.69,358,0,0.0,Clear,clear sky,21
Nagypeterd,46.039444,17.871667,2026-07-03 21:37:30.962415,19.07,18.16,19.07,19.07,1022,43,3.67,359,0,0.0,Clear,clear sky,21
Szentdénes,46.036667,17.926944,2026-07-03 21:37:32.224875,19.07,18.16,19.07,19.07,1022,43,3.66,360,0,0.0,Clear,clear sky,21
Háros,47.412222,19.035,2026-07-03 21:37:33.488467,20.87,20.06,19.48,21.64,1021,40,2.68,333,2,0.0,Clear,clear sky,21
Nagytétény-Diósd,47.398333,18.974444,2026-07-03 21:37:34.755589,20.76,19.96,19.51,21.68,1021,41,2.68,333,2,0.0,Clear,clear sky,21
Érdliget,47.390278,18.937778,2026-07-03 21:37:36.015997,20.61,19.8,19.43,21.59,1021,41,2.68,333,2,0.0,Clear,clear sky,21
Érd felső,47.381111,18.922222,2026-07-03 21:37:37.276565,20.66,19.83,19.4,21.56,1021,40,2.68,333,2,0.0,Clear,clear sky,21
Érd,47.369722,18.900833,2026-07-03 21:37:38.553545,20.6,19.79,19.36,21.52,1021,41,4.86,337,2,0.0,Clear,clear sky,21
Százhalombatta,47.322222,18.899167,2026-07-03 21:37:39.818819,20.64,19.78,19.34,21.51,1021,39,5.05,336,2,0.0,Clear,clear sky,21
Dunai Finomító,47.294444,18.878889,2026-07-03 21:37:41.089055,20.67,19.81,19.18,21.35,1021,39,5.14,339,3,0.0,Clear,clear sky,21
Ercsi,47.247222,18.875278,2026-07-03 21:37:42.356426,20.91,20.21,19.41,21.57,1021,44,5.17,339,3,0.0,Clear,clear sky,21
Iváncsa,47.177778,18.811944,2026-07-03 21:37:43.623039,19.59,18.75,19.59,19.59,1021,44,5.15,344,3,0.0,Clear,clear sky,21
Pusztaszabolcs,47.139722,18.761667,2026-07-03 21:37:44.889194,19.69,18.84,19.69,19.69,1021,43,5.21,346,3,0.0,Clear,clear sky,21
Szabadegyháza,47.082778,18.704167,2026-07-03 21:37:46.154926,19.68,18.83,19.68,19.68,1021,43,5.14,348,2,0.0,Clear,clear sky,21
Sárosd,47.039722,18.660278,2026-07-03 21:37:47.416460,19.66,18.8,19.66,19.66,1021,43,4.93,349,2,0.0,Clear,clear sky,21
Nagylók,46.979444,18.635833,2026-07-03 21:37:48.680196,19.49,18.62,19.49,19.49,1021,43,4.93,347,2,0.0,Clear,clear sky,21
